116,acer,Acer Aspire Lite 2023 AL15-51 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),473.988,intel,core i5,8,SSD,512,intel,integrated,FALSE,15.6,windows
117,infinix,Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),695.88,intel,core i7,32,SSD,1024,intel,integrated,FALSE,15.6,windows
118,asus,Asus Vivobook 14X K3405ZFB-KM541WS Laptop (12th Gen Core i5 /16GB/512GB SSD/Win11),815.88,intel,core i5,16,SSD,512,nvidia,dedicated,FALSE,14,windows
119,acer,Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1139.88,intel,core i7,16,SSD,512,nvidia,dedicated,FALSE,15.6,windows
120,asus,Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph),903,intel,core i5,8,SSD,512,nvidia,dedicated,FALSE,15.6,windows
121,acer,Acer Aspire 7 A715-76G NH.QMESI.002 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),575.88,intel,core i5,8,SSD,512,nvidia,dedicated,FALSE,15.6,windows
122,asus,Asus Zenbook 14X OLED 2023 M5401QA-KM541WS Laptop (Ryzen 5 5600H / 16GB/ 512GB SSD/ Win11 Home),803.88,amd,ryzen 5,16,SSD,512,amd,integrated,FALSE,14,windows
123,hp,HP Pavilion 15-eh2050AU Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),524.4,amd,ryzen 5,8,SSD,512,amd,integrated,FALSE,15.6,windows
124,asus,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1859.88,intel,core i9,16,SSD,1024,nvidia,dedicated,FALSE,16,windows
125,acer,Acer Predator Helios Neo 16 PHN16-71 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1439.88,intel,core i7,16,SSD,512,nvidia,dedicated,FALSE,16,windows
126,acer,Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1259.88,intel,core i5,16,SSD,512,nvidia,dedicated,FALSE,16,windows
127,hp,HP 250 G8 7M6L7PA Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11),418.68,intel,core i3,8,HDD,1024,intel,integrated,FALSE,15.6,windows
128,hp,HP 15-fc0025AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),389.88,amd,ryzen 3,8,SSD,512,amd,integrated,FALSE,15.6,windows
129,hp,HP 15-fc0028AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),520.8,amd,ryzen 5,8,SSD,512,amd,integrated,FALSE,15.6,windows
130,lenovo,Lenovo Thinkbook 15 21DJA049IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),491.88,intel,core i5,8,SSD,512,intel,integrated,FALSE,15.6,windows
131,acer,Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),371.88,intel,core i3,8,SSD,512,intel,integrated,FALSE,15.6,windows
